Image_ID,Address,zs_dominant,yolo_dominant,yolo_status,comparable,dominant_agreement,l1_distance
2505 TOWNSEND ST,2505 TOWNSEND ST,Vinyl,Brick,success,yes,no,1.0
2506 E DAUPHIN ST,2506 E DAUPHIN ST,Vinyl,Brick,success,yes,no,1.0
2506 E NORRIS ST,2506 E NORRIS ST,Brick,Brick,success,yes,yes,0.333
2506-08 E YORK ST,2506-08 E YORK ST,Brick,Vinyl,success,yes,no,1.0
2507 E DAUPHIN ST,2507 E DAUPHIN ST,Brick,Brick,success,yes,yes,0.0
2507 E NORRIS ST,2507 E NORRIS ST,Brick,Brick,success,yes,yes,0.0
2507 TOWNSEND ST,2507 TOWNSEND ST,Vinyl,Brick,success,yes,no,1.0
2508 E NORRIS ST,2508 E NORRIS ST,Brick,Brick,success,yes,yes,0.0
2509 E DAUPHIN ST,2509 E DAUPHIN ST,Brick,Brick,success,yes,yes,0.0
2509 E NORRIS ST,2509 E NORRIS ST,Brick,Unknown,no_detections,no,,
2509 TOWNSEND ST,2509 TOWNSEND ST,Vinyl,Brick,success,yes,no,1.0
251 E GIRARD AVE,251 E GIRARD AVE,Brick,Stucco,success,yes,no,0.667
251 E WILDEY ST,251 E WILDEY ST,Brick,Brick,success,yes,yes,0.027
2510 E DAUPHIN ST,2510 E DAUPHIN ST,Brick,Brick,success,yes,yes,0.133
2510 E NORRIS ST,2510 E NORRIS ST,Brick,Brick,success,yes,yes,0.0
2510 TOWNSEND ST,2510 TOWNSEND ST,Brick,Brick,success,yes,yes,0.5
2511 E DAUPHIN ST,2511 E DAUPHIN ST,Brick,Brick,success,yes,yes,0.0
2511 E GORDON ST,2511 E GORDON ST,Vinyl,Fibercement,success,yes,no,1.0
2511 E NORRIS ST,2511 E NORRIS ST,Brick,Brick,success,yes,yes,0.0
2511 TOWNSEND ST,2511 TOWNSEND ST,Brick,Brick,success,yes,yes,0.5
2512 E DAUPHIN ST,2512 E DAUPHIN ST,Brick,Brick,success,yes,yes,0.021
2512 E NORRIS ST,2512 E NORRIS ST,Brick,Brick,success,yes,yes,0.0
2513 E DAUPHIN ST,2513 E DAUPHIN ST,Brick,Brick,success,yes,yes,0.0
2513 E GORDON ST,2513 E GORDON ST,Vinyl,Fibercement,success,yes,no,1.0
2513 E NORRIS ST,2513 E NORRIS ST,Brick,Brick,success,yes,yes,0.0
2514 E NORRIS ST,2514 E NORRIS ST,Brick,Brick,success,yes,yes,0.0
2514 TOWNSEND ST,2514 TOWNSEND ST,Brick,Brick,success,yes,yes,0.5
2515 E DAUPHIN ST,2515 E DAUPHIN ST,Brick,Brick,success,yes,yes,0.0
2515 E GORDON ST,2515 E GORDON ST,Brick,Stucco,success,yes,no,1.0
2515 E NORRIS ST,2515 E NORRIS ST,Stucco,Brick,success,yes,no,0.667
2516 E NORRIS ST,2516 E NORRIS ST,Brick,Brick,success,yes,yes,0.0
2516 E YORK ST,2516 E YORK ST,Brick,Brick,success,yes,yes,0.0
2516-18 E DAUPHIN ST,2516-18 E DAUPHIN ST,Brick,Stucco,success,yes,no,1.0
2517 E DAUPHIN ST,2517 E DAUPHIN ST,Brick,Brick,success,yes,yes,0.0
2517 E GORDON ST,2517 E GORDON ST,Vinyl,Unknown,no_materials_found,no,,
2517 E NORRIS ST,2517 E NORRIS ST,Brick,Brick,success,yes,yes,0.333
2518 E GORDON ST,2518 E GORDON ST,Brick,Stucco,success,yes,no,1.0
2518 E NORRIS ST,2518 E NORRIS ST,Brick,Brick,success,yes,yes,0.0
2518 E YORK ST,2518 E YORK ST,Brick,Brick,success,yes,yes,0.0
2519 E DAUPHIN ST,2519 E DAUPHIN ST,Brick,Brick,success,yes,yes,0.0
2519 E NORRIS ST,2519 E NORRIS ST,Brick,Brick,success,yes,yes,0.191
252 E GIRARD AVE,252 E GIRARD AVE,Brick,Fibercement,success,yes,no,1.0
2520 E DAUPHIN ST,2520 E DAUPHIN ST,Stucco,Stucco,success,yes,yes,0.333
2520 E NORRIS ST,2520 E NORRIS ST,Brick,Brick,success,yes,yes,0.0
2520 E YORK ST,2520 E YORK ST,Brick,Brick,success,yes,yes,0.25
2521 E GORDON ST,2521 E GORDON ST,Brick,Brick,success,yes,yes,0.333
2521 E NORRIS ST,2521 E NORRIS ST,Brick,Brick,success,yes,yes,0.236
2522 E DAUPHIN ST,2522 E DAUPHIN ST,Brick,Brick,success,yes,yes,0.333
2522 E GORDON ST,2522 E GORDON ST,Brick,Stucco,success,yes,no,1.0
2522 E NORRIS ST,2522 E NORRIS ST,Brick,Brick,success,yes,yes,0.0
2522 E YORK ST,2522 E YORK ST,Brick,Brick,success,yes,yes,0.0
2522 TOWNSEND ST,2522 TOWNSEND ST,Brick,Brick,success,yes,yes,0.5
2523 E DAUPHIN ST,2523 E DAUPHIN ST,Stucco,Stucco,success,yes,yes,0.298
2523 E NORRIS ST,2523 E NORRIS ST,Brick,Brick,success,yes,yes,0.25
2524 E DAUPHIN ST,2524 E DAUPHIN ST,Brick,Brick,success,yes,yes,0.0
2524 E NORRIS ST,2524 E NORRIS ST,Brick,Brick,success,yes,yes,0.0
2524 E YORK ST,2524 E YORK ST,Brick,Brick,success,yes,yes,0.333
2525 E DAKOTA ST,2525 E DAKOTA ST,Stucco,Fibercement,success,yes,no,1.0
2525 E DAUPHIN ST,2525 E DAUPHIN ST,Brick,Stucco,success,yes,no,0.5
2525 E GORDON ST,2525 E GORDON ST,Brick,Brick,success,yes,yes,0.333
2525 E NORRIS ST,2525 E NORRIS ST,Brick,Brick,success,yes,yes,0.0
2526 E DAUPHIN ST,2526 E DAUPHIN ST,Brick,Brick,success,yes,yes,0.0
2526 E NORRIS ST,2526 E NORRIS ST,Brick,Brick,success,yes,yes,0.0
2526 E YORK ST,2526 E YORK ST,Brick,Brick,success,yes,yes,0.333
2527 E DAUPHIN ST,2527 E DAUPHIN ST,Brick,Brick,success,yes,yes,0.333
2527 E GORDON ST,2527 E GORDON ST,Brick,Brick,success,yes,yes,0.333
2527 E NORRIS ST,2527 E NORRIS ST,Brick,Brick,success,yes,yes,0.0
2528 E DAUPHIN ST,2528 E DAUPHIN ST,Brick,Brick,success,yes,yes,0.333
2528 E NORRIS ST,2528 E NORRIS ST,Brick,Brick,success,yes,yes,0.062
2528 E YORK ST,2528 E YORK ST,Brick,Vinyl,success,yes,no,0.667
2529 E DAKOTA ST,2529 E DAKOTA ST,Vinyl,Brick,success,yes,no,1.0
2529 E DAUPHIN ST,2529 E DAUPHIN ST,Brick,Brick,success,yes,yes,0.0
2529 E NORRIS ST,2529 E NORRIS ST,Brick,Brick,success,yes,yes,0.0
253 E WILDEY ST,253 E WILDEY ST,Brick,Brick,success,yes,yes,0.0
2530 E DAUPHIN ST,2530 E DAUPHIN ST,Brick,Brick,success,yes,yes,0.0
2530 E NORRIS ST,2530 E NORRIS ST,Brick,Brick,success,yes,yes,0.0
2531 E DAUPHIN ST,2531 E DAUPHIN ST,Brick,Brick,success,yes,yes,0.0
2531 E GORDON ST,2531 E GORDON ST,Brick,Brick,success,yes,yes,0.0
2531 E NORRIS ST,2531 E NORRIS ST,Brick,Brick,success,yes,yes,0.0
2532 E DAUPHIN ST,2532 E DAUPHIN ST,Brick,Brick,success,yes,yes,0.203
2532 E NORRIS ST,2532 E NORRIS ST,Brick,Brick,success,yes,yes,0.0
2532 E YORK ST,2532 E YORK ST,Brick,Brick,success,yes,yes,0.0
2533 E DAKOTA ST,2533 E DAKOTA ST,Fibercement,Unknown,no_detections,no,,
2533 E DAUPHIN ST,2533 E DAUPHIN ST,Brick,Brick,success,yes,yes,0.131
2533 E GORDON ST,2533 E GORDON ST,Brick,Stucco,success,yes,no,0.667
2533 E NORRIS ST,2533 E NORRIS ST,Brick,Brick,success,yes,yes,0.0
2534 E DAUPHIN ST,2534 E DAUPHIN ST,Brick,Brick,success,yes,yes,0.0
2534 E NORRIS ST,2534 E NORRIS ST,Brick,Brick,success,yes,yes,0.0
2534 E YORK ST,2534 E YORK ST,Brick,Brick,success,yes,yes,0.0
2535 E DAKOTA ST,2535 E DAKOTA ST,Fibercement,Unknown,no_detections,no,,
2535 E DAUPHIN ST,2535 E DAUPHIN ST,Brick,Brick,success,yes,yes,0.0
2535 E NORRIS ST,2535 E NORRIS ST,Brick,Brick,success,yes,yes,0.343
2536 E DAUPHIN ST,2536 E DAUPHIN ST,Brick,Brick,success,yes,yes,0.0
2536 E NORRIS ST,2536 E NORRIS ST,Brick,Brick,success,yes,yes,0.0
2536 E YORK ST,2536 E YORK ST,Brick,Brick,success,yes,yes,0.0
2537 E DAKOTA ST,2537 E DAKOTA ST,Vinyl,Stucco,success,yes,no,1.0
2537 E DAUPHIN ST,2537 E DAUPHIN ST,Brick,Brick,success,yes,yes,0.0
2537 E GORDON ST,2537 E GORDON ST,Brick,Stucco,success,yes,no,0.667
2537 E NORRIS ST,2537 E NORRIS ST,Brick,Brick,success,yes,yes,0.0
2538 E DAUPHIN ST,2538 E DAUPHIN ST,Brick,Brick,success,yes,yes,0.0
2538 E NORRIS ST,2538 E NORRIS ST,Brick,Brick,success,yes,yes,0.0
2538 E YORK ST,2538 E YORK ST,Brick,Brick,success,yes,yes,0.0
2539 E DAKOTA ST,2539 E DAKOTA ST,Vinyl,Stucco,success,yes,no,1.0
2539 E DAUPHIN ST,2539 E DAUPHIN ST,Brick,Decorative stone,success,yes,no,0.667
254 E GIRARD AVE,254 E GIRARD AVE,Brick,Brick,success,yes,yes,0.333
2540 E DAUPHIN ST,2540 E DAUPHIN ST,Brick,Brick,success,yes,yes,0.0
2540 E NORRIS ST,2540 E NORRIS ST,Brick,Brick,success,yes,yes,0.0
2540 E YORK ST,2540 E YORK ST,Brick,Vinyl,success,yes,no,0.589
2541 E DAKOTA ST,2541 E DAKOTA ST,Vinyl,Stucco,success,yes,no,1.0
2541 E DAUPHIN ST,2541 E DAUPHIN ST,Stucco,Stucco,success,yes,yes,0.0
2541 E NORRIS ST,2541 E NORRIS ST,Brick,Brick,success,yes,yes,0.0
2542 E DAUPHIN ST,2542 E DAUPHIN ST,Brick,Brick,success,yes,yes,0.06
2542 E NORRIS ST,2542 E NORRIS ST,Brick,Brick,success,yes,yes,0.333
2542 E YORK ST,2542 E YORK ST,Brick,Brick,success,yes,yes,0.0
2543 E DAKOTA ST,2543 E DAKOTA ST,Vinyl,Stucco,success,yes,no,1.0
2543 E DAUPHIN ST,2543 E DAUPHIN ST,Brick,Brick,success,yes,yes,0.333
2543 E NORRIS ST,2543 E NORRIS ST,Brick,Brick,success,yes,yes,0.0
2544 E DAUPHIN ST,2544 E DAUPHIN ST,Brick,Brick,success,yes,yes,0.282
2544 E NORRIS ST,2544 E NORRIS ST,Brick,Brick,success,yes,yes,0.0
2544 E YORK ST,2544 E YORK ST,Stucco,Stucco,success,yes,yes,0.333
2545 E DAKOTA ST,2545 E DAKOTA ST,Vinyl,Vinyl,success,yes,yes,0.333
2545 E DAUPHIN ST,2545 E DAUPHIN ST,Brick,Brick,success,yes,yes,0.0
2545 E NORRIS ST,2545 E NORRIS ST,Brick,Brick,success,yes,yes,0.0
2546 E DAUPHIN ST,2546 E DAUPHIN ST,Brick,Vinyl,success,yes,no,1.0
2546 E NORRIS ST,2546 E NORRIS ST,Brick,Brick,success,yes,yes,0.333
2547 E DAKOTA ST,2547 E DAKOTA ST,Vinyl,Vinyl,success,yes,yes,0.25
2547 E DAUPHIN ST,2547 E DAUPHIN ST,Brick,Brick,success,yes,yes,0.0
2547 E NORRIS ST,2547 E NORRIS ST,Brick,Brick,success,yes,yes,0.0
2548 E DAUPHIN ST,2548 E DAUPHIN ST,Brick,Brick,success,yes,yes,0.0
2548 E NORRIS ST,2548 E NORRIS ST,Brick,Brick,success,yes,yes,0.0
2549 E DAKOTA ST,2549 E DAKOTA ST,Vinyl,Vinyl,success,yes,yes,0.333
2549 E NORRIS ST,2549 E NORRIS ST,Brick,Brick,success,yes,yes,0.0
2550 E DAUPHIN ST,2550 E DAUPHIN ST,Brick,Brick,success,yes,yes,0.333
2550 E NORRIS ST,2550 E NORRIS ST,Brick,Brick,success,yes,yes,0.0
2551 E DAKOTA ST,2551 E DAKOTA ST,Brick,Fibercement,success,yes,no,1.0
2551 E DAUPHIN ST,2551 E DAUPHIN ST,Brick,Brick,success,yes,yes,0.0
2551 E NORRIS ST,2551 E NORRIS ST,Brick,Brick,success,yes,yes,0.0
2552 E DAUPHIN ST,2552 E DAUPHIN ST,Brick,Brick,success,yes,yes,0.0
2552 E NORRIS ST,2552 E NORRIS ST,Brick,Brick,success,yes,yes,0.0
2553 E DAUPHIN ST,2553 E DAUPHIN ST,Brick,Brick,success,yes,yes,0.0
2553 E NORRIS ST,2553 E NORRIS ST,Brick,Brick,success,yes,yes,0.0
2554 E NORRIS ST,2554 E NORRIS ST,Brick,Brick,success,yes,yes,0.0
2555 E DAUPHIN ST,2555 E DAUPHIN ST,Brick,Brick,success,yes,yes,0.0
2555 E NORRIS ST,2555 E NORRIS ST,Brick,Brick,success,yes,yes,0.0
2556 E NORRIS ST,2556 E NORRIS ST,Brick,Brick,success,yes,yes,0.0
2557 E DAUPHIN ST,2557 E DAUPHIN ST,Brick,Brick,success,yes,yes,0.0
2557 E NORRIS ST,2557 E NORRIS ST,Brick,Brick,success,yes,yes,0.0
2559 E DAUPHIN ST,2559 E DAUPHIN ST,Brick,Brick,success,yes,yes,0.0
2559 E NORRIS ST,2559 E NORRIS ST,Brick,Brick,success,yes,yes,0.0
256 E GIRARD AVE,256 E GIRARD AVE,Brick,Brick,success,yes,yes,0.0
2561 E NORRIS ST,2561 E NORRIS ST,Brick,Brick,success,yes,yes,0.0
2563 E NORRIS ST,2563 E NORRIS ST,Brick,Brick,success,yes,yes,0.0
2565 E NORRIS ST,2565 E NORRIS ST,Brick,Brick,success,yes,yes,0.0
2567 E NORRIS ST,2567 E NORRIS ST,Brick,Brick,success,yes,yes,0.0
258 E GIRARD AVE,258 E GIRARD AVE,Brick,Brick,success,yes,yes,0.0
26 W OXFORD ST,26 W OXFORD ST,Brick,Unknown,no_materials_found,no,,
2600 E YORK ST,2600 E YORK ST,Brick,Brick,success,yes,yes,0.333
2600-02 E NORRIS ST,2600-02 E NORRIS ST,Brick,Brick,success,yes,yes,0.333
2601 E DAUPHIN ST,2601 E DAUPHIN ST,Brick,Stucco,success,yes,no,1.0
2601 E NORRIS ST,2601 E NORRIS ST,Brick,Fibercement,success,yes,no,1.0
2602 E YORK ST,2602 E YORK ST,Brick,Brick,success,yes,yes,0.0
2603 E DAUPHIN ST,2603 E DAUPHIN ST,Stucco,Stucco,success,yes,yes,0.0
2603 E NORRIS ST,2603 E NORRIS ST,Brick,Brick,success,yes,yes,0.0
2604 E YORK ST,2604 E YORK ST,Brick,Brick,success,yes,yes,0.333
2604-06 E NORRIS ST,2604-06 E NORRIS ST,Stucco,Fibercement,success,yes,no,1.0
2605 E DAUPHIN ST,2605 E DAUPHIN ST,Brick,Stucco,success,yes,no,0.5
2605 E NORRIS ST,2605 E NORRIS ST,Brick,Brick,success,yes,yes,0.0
2606 E DAUPHIN ST,2606 E DAUPHIN ST,Brick,Vinyl,success,yes,no,0.501
2606 E YORK ST,2606 E YORK ST,Brick,Brick,success,yes,yes,0.165
2607 E DAUPHIN ST,2607 E DAUPHIN ST,Brick,Stucco,success,yes,no,0.882
2607 E NORRIS ST,2607 E NORRIS ST,Brick,Brick,success,yes,yes,0.0
2608 E DAUPHIN ST,2608 E DAUPHIN ST,Brick,Stucco,success,yes,no,0.5
2608 E YORK ST,2608 E YORK ST,Brick,Stucco,success,yes,no,0.667
2609 E DAUPHIN ST,2609 E DAUPHIN ST,Brick,Brick,success,yes,yes,0.333
2609 E NORRIS ST,2609 E NORRIS ST,Brick,Brick,success,yes,yes,0.0
2610 E DAUPHIN ST,2610 E DAUPHIN ST,Brick,Brick,success,yes,yes,0.0
2610 E YORK ST,2610 E YORK ST,Brick,Brick,success,yes,yes,0.333
2611 E DAUPHIN ST,2611 E DAUPHIN ST,Brick,Brick,success,yes,yes,0.5
2611 E NORRIS ST,2611 E NORRIS ST,Brick,Brick,success,yes,yes,0.0
2612 E DAUPHIN ST,2612 E DAUPHIN ST,Brick,Brick,success,yes,yes,0.0
2612 E YORK ST,2612 E YORK ST,Vinyl,Brick,success,yes,no,0.667
2613 E DAUPHIN ST,2613 E DAUPHIN ST,Brick,Stucco,success,yes,no,0.5
2613 E NORRIS ST,2613 E NORRIS ST,Brick,Brick,success,yes,yes,0.0
2614 E DAUPHIN ST,2614 E DAUPHIN ST,Brick,Brick,success,yes,yes,0.333
2614 E YORK ST,2614 E YORK ST,Brick,Stucco,success,yes,no,0.167
2615 E DAUPHIN ST,2615 E DAUPHIN ST,Brick,Stucco,success,yes,no,0.5
2615 E NORRIS ST,2615 E NORRIS ST,Brick,Brick,success,yes,yes,0.292
2616 E DAUPHIN ST,2616 E DAUPHIN ST,Stucco,Stucco,success,yes,yes,0.0
2616 E YORK ST,2616 E YORK ST,Stucco,Stucco,success,yes,yes,0.0
2617 E DAUPHIN ST,2617 E DAUPHIN ST,Brick,Brick,success,yes,yes,0.25
2617 E NORRIS ST,2617 E NORRIS ST,Brick,Brick,success,yes,yes,0.0
2618 E DAUPHIN ST,2618 E DAUPHIN ST,Brick,Vinyl,success,yes,no,1.0
2618 E YORK ST,2618 E YORK ST,Brick,Stucco,success,yes,no,1.0
2619 E DAUPHIN ST,2619 E DAUPHIN ST,Stucco,Stucco,success,yes,yes,0.0
2619 E NORRIS ST,2619 E NORRIS ST,Brick,Brick,success,yes,yes,0.341
262 E GIRARD AVE,262 E GIRARD AVE,Brick,Brick,success,yes,yes,0.25
2620 E DAUPHIN ST,2620 E DAUPHIN ST,Brick,Brick,success,yes,yes,0.333
2620 E YORK ST,2620 E YORK ST,Brick,Stucco,success,yes,no,1.0
2621 E DAUPHIN ST,2621 E DAUPHIN ST,Brick,Stucco,success,yes,no,0.5
2622 E DAUPHIN ST,2622 E DAUPHIN ST,Brick,Brick,success,yes,yes,0.0
2623 E DAUPHIN ST,2623 E DAUPHIN ST,Brick,Brick,success,yes,yes,0.333
2623 E NORRIS ST,2623 E NORRIS ST,Brick,Brick,success,yes,yes,0.0
2624 E DAUPHIN ST,2624 E DAUPHIN ST,Brick,Brick,success,yes,yes,0.031
2624 E YORK ST,2624 E YORK ST,Brick,Brick,success,yes,yes,0.333
2625 E DAUPHIN ST,2625 E DAUPHIN ST,Brick,Brick,success,yes,yes,0.333
2625 E NORRIS ST,2625 E NORRIS ST,Brick,Brick,success,yes,yes,0.0
2626 E DAUPHIN ST,2626 E DAUPHIN ST,Brick,Brick,success,yes,yes,0.333
2626 E YORK ST,2626 E YORK ST,Brick,Brick,success,yes,yes,0.333
2627 E DAUPHIN ST,2627 E DAUPHIN ST,Brick,Stucco,success,yes,no,1.0
2628 E DAUPHIN ST,2628 E DAUPHIN ST,Brick,Stucco,success,yes,no,0.5
2628 E YORK ST,2628 E YORK ST,Brick,Stucco,success,yes,no,1.0
2629 E DAUPHIN ST,2629 E DAUPHIN ST,Brick,Brick,success,yes,yes,0.5
2629 E NORRIS ST,2629 E NORRIS ST,Brick,Brick,success,yes,yes,0.0
2630 E DAUPHIN ST,2630 E DAUPHIN ST,Brick,Brick,success,yes,yes,0.5
2630 E YORK ST,2630 E YORK ST,Brick,Stucco,success,yes,no,1.0
2631 E DAUPHIN ST,2631 E DAUPHIN ST,Brick,Brick,success,yes,yes,0.0
2632 E YORK ST,2632 E YORK ST,Brick,Brick,success,yes,yes,0.5
2634 E DAUPHIN ST,2634 E DAUPHIN ST,Brick,Brick,success,yes,yes,0.0
2634 E YORK ST,2634 E YORK ST,Stucco,Stucco,success,yes,yes,0.0
2635 E DAUPHIN ST,2635 E DAUPHIN ST,Stucco,Stucco,success,yes,yes,0.0
2636 E DAUPHIN ST,2636 E DAUPHIN ST,Brick,Brick,success,yes,yes,0.0
2638 E DAUPHIN ST,2638 E DAUPHIN ST,Brick,Brick,success,yes,yes,0.25
2638 E NORRIS ST,2638 E NORRIS ST,Brick,Brick,success,yes,yes,0.333
2640 E DAUPHIN ST,2640 E DAUPHIN ST,Brick,Brick,success,yes,yes,0.0
2640 E NORRIS ST,2640 E NORRIS ST,Brick,Brick,success,yes,yes,0.333
2641 E NORRIS ST,2641 E NORRIS ST,Brick,Brick,success,yes,yes,0.0
2642 E DAUPHIN ST,2642 E DAUPHIN ST,Brick,Brick,success,yes,yes,0.0
2642 E NORRIS ST,2642 E NORRIS ST,Brick,Brick,success,yes,yes,0.333
2643 E NORRIS ST,2643 E NORRIS ST,Brick,Brick,success,yes,yes,0.0
2644 E DAUPHIN ST,2644 E DAUPHIN ST,Brick,Brick,success,yes,yes,0.0
2644-46 E NORRIS ST,2644-46 E NORRIS ST,Brick,Stucco,success,yes,no,1.0
2645 E NORRIS ST,2645 E NORRIS ST,Brick,Brick,success,yes,yes,0.0
2646 E DAUPHIN ST,2646 E DAUPHIN ST,Brick,Brick,success,yes,yes,0.0
2647 E NORRIS ST,2647 E NORRIS ST,Brick,Brick,success,yes,yes,0.0
2648 E NORRIS ST,2648 E NORRIS ST,Brick,Brick,success,yes,yes,0.5
2649 E NORRIS ST,2649 E NORRIS ST,Stucco,Stucco,success,yes,yes,0.333
2650 E NORRIS ST,2650 E NORRIS ST,Brick,Aluminum Composite,success,yes,no,1.0
2651 E NORRIS ST,2651 E NORRIS ST,Brick,Stucco,success,yes,no,1.0
2652 E DAUPHIN ST,2652 E DAUPHIN ST,Brick,Stucco,success,yes,no,1.0
2654 E DAUPHIN ST,2654 E DAUPHIN ST,Brick,Brick,success,yes,yes,0.232
2655 E NORRIS ST,2655 E NORRIS ST,Brick,Brick,success,yes,yes,0.0
2656 E DAUPHIN ST,2656 E DAUPHIN ST,Brick,Brick,success,yes,yes,0.333
2657 E NORRIS ST,2657 E NORRIS ST,Brick,Brick,success,yes,yes,0.333
2658 E DAUPHIN ST,2658 E DAUPHIN ST,Brick,Brick,success,yes,yes,0.333
2659 E NORRIS ST,2659 E NORRIS ST,Brick,Brick,success,yes,yes,0.333
2660 E DAUPHIN ST,2660 E DAUPHIN ST,Brick,Stucco,success,yes,no,0.667
2660 E YORK ST,2660 E YORK ST,Stucco,Unknown,no_detections,no,,
2661 E NORRIS ST,2661 E NORRIS ST,Brick,Brick,success,yes,yes,0.333
2663 E NORRIS ST,2663 E NORRIS ST,Metal,Stucco,success,yes,no,1.0
29 W WILDEY ST,29 W WILDEY ST,Brick,Brick,success,yes,yes,0.0
3 EARL CT,3 EARL CT,Brick,Brick,success,yes,yes,0.139
3 W GIRARD AVE,3 W GIRARD AVE,Brick,Brick,success,yes,yes,0.0
3 WILLIG AVE,3 WILLIG AVE,Brick,Brick,success,yes,yes,0.0
300 E GIRARD AVE,300 E GIRARD AVE,Brick,Unknown,no_materials_found,no,,
300-04 RICHMOND ST,300-04 RICHMOND ST,Decorative stone,Stucco,success,yes,no,1.0
301 E GIRARD AVE,301 E GIRARD AVE,Brick,Brick,success,yes,yes,0.0
302 BELGRADE ST,302 BELGRADE ST,Stucco,Stucco,success,yes,yes,0.293
303 E GIRARD AVE,303 E GIRARD AVE,Brick,Stucco,success,yes,no,0.167
305 E CABOT ST,305 E CABOT ST,Stucco,Stucco,success,yes,yes,0.0
305-09 E GIRARD AVE,305-09 E GIRARD AVE,Brick,Stucco,success,yes,no,0.667
306 E GIRARD AVE,306 E GIRARD AVE,Brick,Brick,success,yes,yes,0.0
306 RICHMOND ST,306 RICHMOND ST,Brick,Brick,success,yes,yes,0.0
306-08 BELGRADE ST,306-08 BELGRADE ST,Stucco,Stucco,success,yes,yes,0.243
308 E GIRARD AVE,308 E GIRARD AVE,Brick,Brick,success,yes,yes,0.0
308 E WILDEY ST,308 E WILDEY ST,Brick,Brick,success,yes,yes,0.229
308-10 RICHMOND ST,308-10 RICHMOND ST,Brick,Brick,success,yes,yes,0.0
31-35 W GIRARD AVE,31-35 W GIRARD AVE,Brick,Unknown,no_detections,no,,
310 E GIRARD AVE,310 E GIRARD AVE,Brick,Brick,success,yes,yes,0.0
310 E WILDEY ST,310 E WILDEY ST,Brick,Brick,success,yes,yes,0.071
310-14 BELGRADE ST,310-14 BELGRADE ST,Stucco,Stucco,success,yes,yes,0.121
311 E ALLEN ST,311 E ALLEN ST,Brick,Brick,success,yes,yes,0.0
311 E GIRARD AVE,311 E GIRARD AVE,Brick,Unknown,no_materials_found,no,,
311 E THOMPSON ST,311 E THOMPSON ST,Vinyl,Unknown,no_materials_found,no,,
311 E WILDEY ST,311 E WILDEY ST,Brick,Brick,success,yes,yes,0.333
312 E GIRARD AVE,312 E GIRARD AVE,Brick,Brick,success,yes,yes,0.0
312 E THOMPSON ST,312 E THOMPSON ST,Brick,Brick,success,yes,yes,0.0
312 E WILDEY ST,312 E WILDEY ST,Brick,Brick,success,yes,yes,0.5
312-14 RICHMOND ST,312-14 RICHMOND ST,Brick,Brick,success,yes,yes,0.128
313 E ALLEN ST,313 E ALLEN ST,Brick,Brick,success,yes,yes,0.0
313 E GIRARD AVE,313 E GIRARD AVE,Brick,Unknown,no_materials_found,no,,
313 E WILDEY ST,313 E WILDEY ST,Brick,Brick,success,yes,yes,0.333
314 E GIRARD AVE,314 E GIRARD AVE,Brick,Brick,success,yes,yes,0.0
314-16 E WILDEY ST,314-16 E WILDEY ST,Stucco,Brick,success,yes,no,0.667
315 E ALLEN ST,315 E ALLEN ST,Brick,Brick,success,yes,yes,0.0
315 E GIRARD AVE,315 E GIRARD AVE,Brick,Stucco,success,yes,no,1.0
315 E THOMPSON ST,315 E THOMPSON ST,Brick,Brick,success,yes,yes,0.0
315 E WILDEY ST,315 E WILDEY ST,Brick,Brick,success,yes,yes,0.438
316 BELGRADE ST,316 BELGRADE ST,Brick,Brick,success,yes,yes,0.0
316 E GIRARD AVE,316 E GIRARD AVE,Brick,Brick,success,yes,yes,0.25
316 RICHMOND ST,316 RICHMOND ST,Brick,Brick,success,yes,yes,0.333
317 E ALLEN ST,317 E ALLEN ST,Brick,Brick,success,yes,yes,0.154
317 E GIRARD AVE,317 E GIRARD AVE,Stucco,Stucco,success,yes,yes,0.0
317-19 E WILDEY ST,317-19 E WILDEY ST,Brick,Brick,success,yes,yes,0.333
318 BELGRADE ST,318 BELGRADE ST,Brick,Brick,success,yes,yes,0.333
318 RICHMOND ST,318 RICHMOND ST,Brick,Brick,success,yes,yes,0.333
319 E GIRARD AVE,319 E GIRARD AVE,Brick,Unknown,no_materials_found,no,,
32 W GIRARD AVE,32 W GIRARD AVE,Stucco,Stucco,success,yes,yes,0.333
320 BELGRADE ST,320 BELGRADE ST,Brick,Brick,success,yes,yes,0.0
320 E GIRARD AVE,320 E GIRARD AVE,Brick,Brick,success,yes,yes,0.333
321 E ALLEN ST,321 E ALLEN ST,Stucco,Brick,success,yes,no,0.667
321-23 E GIRARD AVE,321-23 E GIRARD AVE,Stucco,Stucco,success,yes,yes,0.333
321-23 E WILDEY ST,321-23 E WILDEY ST,Vinyl,Vinyl,success,yes,yes,0.064
322 BELGRADE ST,322 BELGRADE ST,Brick,Brick,success,yes,yes,0.0
324 BELGRADE ST,324 BELGRADE ST,Brick,Brick,success,yes,yes,0.251
324 E GIRARD AVE,324 E GIRARD AVE,Brick,Brick,success,yes,yes,0.5
324-34 RICHMOND ST,324-34 RICHMOND ST,Stucco,Unknown,no_detections,no,,
325 E ALLEN ST,325 E ALLEN ST,Fibercement,Brick,success,yes,no,0.853
325 E THOMPSON ST,325 E THOMPSON ST,Brick,Unknown,no_detections,no,,
326 BELGRADE ST,326 BELGRADE ST,Brick,Brick,success,yes,yes,0.0
326 E GIRARD AVE,326 E GIRARD AVE,Brick,Stucco,success,yes,no,0.505
